Storetype,Lang,Q2a,Q2b,Q3a,Q3b,Q3c,Q3d,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q5,Q6,Q7,Q8a,Q8d,Q8c,Q8e,Q8b,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16
1,1,3,4,4,3,4,4,2,3,2,4,2,3,4,3,3,3,4,1,1,2,3,2,2,1,1,4,1,2,2,2,4,84058
1,1,1,1,4,4,4,4,5,3,2,5,4,4,4,2,2,3,4,1,1,1,3,1,3,1,1,4,1,1,1,4,2,84097
1,1,2,3,5,5,5,5,4,3,3,3,3,3,5,5,5,4,4,1,1,1,4,1,4,1,1,5,1,1,2,5,4,84604
1,1,2,2,5,3,5,3,3,1,3,1,2,5,5,5,3,4,4,1,1,2,4,3,4,1,2,3,2,2,1,1,3,84097
1,1,4,3,5,3,4,3,5,3,3,3,4,5,5,4,4,3,4,1,1,3,3,4,2,2,1,5,1,2,2,3,3,84003
1,1,2,1,5,5,5,5,4,2,2,2,2,4,4,4,4,3,4,1,1,2,3,2,4,2,2,4,1,2,1,4,4,84604
1,1,5,4,5,4,4,4,4,2,2,3,3,2,5,4,4,1,4,1,1,1,4,2,4,1,2,5,1,2,,5,4,84042
1,1,3,3,2,6,5,4,4,4,5,4,5,5,5,1,4,2,4,1,1,1,4,2,1,1,2,4,1,2,2,1,3,84097
1,1,4,4,4,6,5,4,2,3,2,2,1,4,5,4,4,4,4,1,3,2,4,3,1,1,2,4,2,2,2,1,3,84057
1,1,4,1,5,5,5,1,5,5,5,5,5,5,5,5,5,1,4,2,,4,4,4,4,4,1,5,1,2,1,2,2,84032
1,1,4,3,5,4,3,3,4,4,4,4,,5,5,3,4,2,4,1,1,3,4,4,3,3,1,4,1,2,2,3,2,84097
1,1,5,4,5,5,5,4,2,3,2,3,2,4,5,2,3,4,4,1,3,1,4,3,1,1,2,5,2,2,2,1,4,84020
1,1,4,4,5,5,5,5,3,3,5,5,3,4,4,4,2,1,4,1,1,2,2,3,1,2,1,5,1,1,2,4,2,84049
1,1,1,1,5,5,5,5,5,1,2,4,2,4,4,3,4,4,4,1,1,3,4,3,4,3,1,5,1,1,2,4,3,84097
1,1,2,3,5,6,4,3,5,2,2,2,4,5,5,5,5,4,4,1,1,3,4,3,4,4,2,5,1,2,2,5,4,84097
1,1,4,3,5,4,5,4,3,2,3,4,3,4,4,4,4,2,4,1,1,1,3,2,3,1,2,5,1,1,2,5,3,84097
1,1,3,3,5,3,4,3,,,,,,,,,,,4,1,1,1,2,1,2,1,1,5,1,2,1,2,3,84097
1,1,3,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,2,4,2,2,2,2,5,1,1,1,2,1,84097
1,1,2,,5,3,1,2,5,1,4,4,4,5,5,5,5,5,4,1,1,1,4,,4,,,4,1,2,,,,
1,1,4,3,5,3,4,4,4,1,3,5,3,3,5,3,3,3,4,1,1,1,3,1,2,1,2,3,2,1,1,1,2,84097
1,1,2,1,5,6,4,6,5,2,4,5,2,5,4,4,2,5,4,1,1,1,4,1,2,3,2,4,1,2,1,4,4,84664
1,1,2,,4,4,5,5,4,4,5,4,4,5,5,4,5,5,4,1,3,1,3,2,3,2,2,4,2,1,2,1,2,84058
1,1,1,1,4,1,1,1,5,2,5,5,5,5,5,5,5,5,4,1,1,3,4,4,4,3,1,4,1,2,1,4,4,84097
1,1,2,2,5,3,3,3,5,1,2,5,3,4,4,3,3,3,4,1,1,2,3,3,4,2,1,4,1,2,2,5,3,84097
1,1,1,1,3,3,4,3,4,2,3,2,2,5,4,2,4,4,4,1,1,1,3,1,1,1,2,4,1,2,2,4,4,84660
1,1,1,1,3,3,2,2,5,4,4,4,3,3,3,4,4,5,4,1,5,1,2,1,4,1,2,4,1,2,1,3,3,84097
1,1,3,1,1,2,4,2,4,1,1,4,4,5,5,5,5,5,4,1,1,1,3,1,3,3,1,3,2,2,2,2,1,84057
1,1,3,2,5,6,6,6,5,5,5,5,5,5,5,4,3,5,4,1,1,1,3,1,4,2,1,4,2,1,2,1,2,84097
1,1,4,2,5,3,5,3,5,2,4,3,4,5,5,5,5,5,4,1,1,2,4,4,3,2,1,5,1,2,1,3,3,84097
1,1,2,1,5,6,5,6,4,3,3,3,3,4,4,5,5,5,4,1,1,4,4,3,3,3,1,4,2,1,2,3,3,84097
1,1,1,1,3,4,5,2,5,3,5,4,5,5,5,5,5,5,4,1,1,2,4,1,4,2,1,3,1,1,2,2,3,84042
1,1,3,3,5,3,3,3,3,1,3,4,3,3,4,4,2,2,4,1,1,2,4,4,1,2,2,4,1,2,1,1,2,84097
1,1,4,2,2,6,4,2,2,2,3,3,3,4,4,4,4,4,4,1,3,1,3,4,2,1,1,4,1,2,1,5,4,84604
1,1,2,2,5,4,4,3,4,3,5,5,3,4,5,5,4,4,4,1,1,1,4,3,4,4,1,3,1,1,2,1,3,84097
1,1,3,2,4,3,4,4,5,3,4,5,5,5,4,4,4,4,4,1,1,2,4,1,3,1,2,4,2,2,1,1,3,84057
1,1,2,1,5,4,5,3,4,2,4,4,4,5,4,3,3,4,4,1,1,2,4,2,4,1,2,4,1,2,1,3,3,84097
1,1,2,1,4,4,4,2,5,3,5,5,4,5,4,5,5,5,4,1,2,1,4,4,3,3,1,3,2,1,2,2,2,84057
1,1,2,1,5,3,3,3,5,3,3,4,3,4,5,4,4,3,4,1,1,1,4,2,3,1,1,4,1,2,1,4,2,84097
1,1,3,3,3,6,4,4,4,3,3,4,4,4,4,4,4,4,3,1,3,3,4,4,3,3,2,4,2,2,1,1,3,84020
1,1,3,2,4,4,6,5,4,3,4,4,3,2,2,2,2,3,3,1,1,3,4,4,2,3,2,3,2,1,1,1,1,84097
1,1,4,4,4,6,6,6,3,3,3,3,3,5,4,3,3,3,3,1,1,1,3,1,3,1,2,3,1,2,1,3,4,84606
1,1,,,5,6,5,5,3,2,4,3,3,4,4,3,5,5,3,1,1,3,4,4,4,4,1,4,1,2,2,2,4,84097
1,1,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,3,1,1,3,3,3,3,1,2,3,1,2,2,3,3,84097
1,1,3,1,2,4,5,4,3,3,3,4,3,4,4,4,4,4,3,1,1,2,3,2,3,2,2,4,2,2,2,4,3,84653
1,1,,,5,5,5,5,4,1,2,3,4,5,5,5,4,4,3,1,2,2,3,1,4,2,1,4,2,2,2,1,3,84660
1,1,2,3,4,3,4,4,4,2,3,4,4,3,4,3,5,5,3,1,1,1,3,1,3,1,1,4,1,1,1,1,4,84057
1,1,3,2,4,4,5,3,3,1,3,3,3,5,5,4,5,5,3,1,1,3,4,4,4,4,1,3,2,1,2,1,1,84058
1,1,2,1,5,6,3,2,1,3,2,4,5,4,3,5,3,5,3,1,1,1,1,1,2,1,2,4,1,1,1,5,4,84097
1,1,3,2,4,6,3,4,2,3,5,2,4,3,4,3,2,4,3,1,1,3,4,4,4,3,1,2,2,2,2,1,2,84097
1,1,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,2,1,2,5,2,2,1,2,2,84057
1,1,2,1,4,3,2,2,2,1,3,5,4,5,5,5,5,5,3,1,1,1,4,2,3,2,1,4,1,2,1,1,1,84057
1,1,2,2,5,6,4,6,5,5,5,5,5,5,5,5,5,5,3,1,3,2,3,2,4,1,2,4,1,2,1,4,4,84058
1,1,3,3,4,3,4,3,3,3,3,4,2,4,4,3,3,2,3,1,1,2,4,3,4,2,1,4,1,2,1,3,2,84097
1,1,3,3,4,3,3,3,3,2,3,4,3,4,,5,5,2,3,1,4,1,2,1,2,1,1,3,1,2,1,5,2,84097
1,1,4,3,2,3,5,5,2,4,3,5,3,5,5,5,3,3,3,1,3,3,4,2,2,4,1,5,2,2,1,1,3,84097
1,1,3,,,,,,,,,,,,,,,,3,2,,,,2,,,1,2,2,1,2,2,2,84057
1,1,2,2,3,4,4,3,4,4,4,4,3,4,4,2,2,2,3,1,1,1,4,3,4,2,1,4,2,1,2,3,3,84097
1,1,5,5,5,6,4,4,2,4,3,4,3,4,4,5,4,4,3,1,1,4,4,4,4,4,2,5,2,2,2,1,2,84097
1,1,3,2,4,5,5,5,4,1,1,3,2,4,4,2,2,4,3,1,1,1,3,1,1,1,2,5,1,2,2,4,2,84097
1,1,3,3,4,4,4,4,,,,,,,,,,,3,1,1,1,1,1,1,1,2,5,2,2,1,3,3,84057
1,1,4,3,2,3,4,4,3,3,2,3,4,4,4,4,4,3,3,1,2,2,3,2,2,2,2,3,2,2,1,1,2,84601
1,1,4,1,4,5,5,5,5,3,4,4,5,5,5,5,5,5,3,1,1,1,3,3,1,1,2,2,2,2,1,1,1,84604
1,1,3,1,5,6,5,3,5,4,3,3,3,5,5,3,5,4,3,1,1,1,3,1,4,4,1,5,1,2,1,4,3,84601
1,1,1,1,5,6,3,3,5,3,3,5,3,5,5,3,3,3,3,1,1,1,3,2,4,1,2,5,1,1,1,4,2,84097
1,1,4,3,5,3,5,3,5,3,3,3,3,5,5,5,4,3,3,1,1,2,3,1,4,1,2,4,1,2,1,5,2,84097
1,1,5,4,2,2,4,2,2,1,4,3,1,5,4,3,3,2,3,1,1,2,3,1,4,1,2,3,1,2,2,3,3,84097
1,1,3,2,5,6,6,6,4,2,3,3,3,4,4,3,3,1,3,1,1,1,1,1,4,1,2,5,1,2,2,5,4,84057
1,1,3,3,3,2,2,2,5,3,5,5,5,5,5,5,5,5,3,1,1,4,4,1,4,4,1,3,1,1,1,1,2,84004
1,1,3,2,2,6,6,6,4,1,2,4,4,5,4,4,5,5,3,1,1,2,2,2,3,3,2,4,1,2,2,1,3,84601
1,1,1,,3,4,5,5,4,3,3,5,5,3,4,5,4,4,3,2,,2,3,,4,3,1,4,1,1,1,2,1,84043
1,1,4,3,5,4,4,5,4,3,3,4,3,5,5,5,5,5,3,1,3,2,3,2,1,1,1,4,2,2,1,1,2,84097
1,1,3,2,2,6,3,3,4,2,4,2,2,4,4,2,3,4,3,1,2,3,4,1,3,4,1,3,2,2,2,1,2,84057
1,1,2,2,5,3,4,4,4,2,2,4,4,4,4,4,4,4,3,1,1,4,3,2,3,4,1,4,1,2,2,4,3,84097
1,1,4,4,5,6,4,4,4,4,4,4,4,4,4,4,4,4,3,1,,1,3,3,3,2,2,4,1,2,2,4,4,84604
1,1,3,3,5,5,5,5,3,3,2,3,2,3,5,3,4,1,3,1,1,3,3,4,3,3,1,5,1,2,2,3,3,84097
1,1,3,2,1,1,1,1,3,1,1,1,1,4,5,5,5,1,3,1,1,4,4,4,4,4,1,1,1,1,2,1,3,84097
1,1,2,3,5,4,5,4,4,3,2,2,3,5,5,5,3,3,3,1,1,4,4,3,4,2,1,4,1,1,2,2,4,84003
1,1,3,1,5,6,4,6,5,2,3,5,5,4,3,4,4,2,3,1,1,2,2,2,4,2,2,4,2,2,2,1,2,84097
1,1,4,2,4,3,2,5,3,3,3,5,4,4,4,4,4,4,3,1,1,1,3,1,2,1,2,2,2,2,2,1,1,84097
1,1,1,1,5,2,2,1,5,5,5,5,5,5,5,5,5,5,3,1,1,1,2,1,3,3,1,3,1,2,2,5,2,
1,1,3,3,4,4,4,4,5,3,5,5,5,5,5,5,2,2,3,1,1,2,3,2,4,3,2,5,1,2,1,5,1,84057
1,1,5,4,5,6,6,6,3,4,2,,3,3,4,5,4,5,3,2,,1,3,1,1,2,2,3,2,2,2,1,2,84062
1,1,3,2,4,6,4,2,5,4,5,4,4,5,5,5,5,5,3,1,2,3,4,2,3,1,1,4,2,2,1,2,3,84058
1,1,2,3,4,3,4,3,3,3,5,5,4,4,4,4,3,3,3,1,1,3,3,3,2,2,1,5,1,1,1,3,2,84097
1,1,5,2,5,6,6,6,5,2,4,4,5,5,5,5,5,3,3,1,3,1,3,,4,2,2,5,1,2,,,,
1,1,3,2,4,6,4,4,4,3,4,4,4,4,4,4,4,3,3,1,1,2,4,1,4,2,1,4,1,2,1,5,2,84042
1,1,3,1,1,1,2,2,5,3,5,4,5,5,5,5,5,5,3,2,,3,4,4,4,1,1,3,,2,2,3,2,84065
1,1,3,4,4,3,5,5,4,2,5,5,4,4,4,4,4,4,3,1,3,3,4,2,3,4,1,4,1,2,1,1,2,84057
1,1,5,3,4,4,4,5,4,4,5,5,3,4,4,4,3,4,3,1,4,3,4,4,2,4,1,5,2,2,2,1,2,84062
1,1,2,1,5,4,4,4,5,3,3,4,4,4,5,5,5,4,3,1,1,2,3,4,4,1,1,4,1,2,2,3,4,84057
1,1,3,1,4,3,4,4,3,1,2,4,4,4,5,3,4,4,3,1,1,1,3,1,4,1,1,5,1,2,1,5,3,84604
1,1,2,2,5,6,2,6,5,3,2,2,3,5,5,2,2,5,3,1,1,1,4,1,4,1,2,4,1,2,1,2,2,84097
1,1,4,3,5,5,5,5,3,3,3,3,3,4,4,4,4,3,3,1,1,2,2,2,3,1,1,5,1,2,1,2,2,84058
1,1,4,2,4,4,5,3,4,3,4,4,4,2,5,3,4,2,3,1,1,2,4,3,3,2,2,3,1,2,2,3,3,84604
1,1,2,3,2,3,4,4,4,3,4,4,2,3,3,2,4,3,3,1,,3,4,4,2,3,2,3,2,1,1,1,2,84604
1,1,2,2,5,4,2,1,5,4,4,5,4,5,5,5,5,5,3,1,1,1,3,1,3,1,2,4,1,2,1,4,2,84604
1,1,3,1,2,2,4,4,5,5,5,5,5,5,5,5,5,5,3,1,4,,4,,,,2,3,2,1,1,3,3,84604
1,1,2,1,4,3,2,2,5,3,4,4,5,5,5,5,5,5,3,1,3,1,4,4,2,2,2,4,1,2,2,2,2,84045
1,1,3,3,3,4,4,2,5,2,3,3,3,4,5,5,5,2,3,1,1,1,1,1,1,2,2,4,1,1,2,5,2,84302
1,1,4,2,5,5,5,3,3,3,3,4,4,5,5,4,5,2,3,1,1,1,2,1,3,1,1,4,1,2,2,5,3,84604
1,1,3,2,5,5,5,4,4,4,4,4,4,5,3,4,3,2,3,1,3,1,4,2,4,1,2,5,2,2,1,2,2,84057
1,1,,1,5,6,6,5,5,5,5,5,5,5,5,5,5,5,3,1,1,3,4,2,3,2,2,3,1,2,1,3,2,84042
1,1,5,5,3,3,5,5,1,3,3,3,3,4,4,5,4,2,3,1,1,,3,,,,2,4,1,1,1,1,3,84606
1,1,3,2,4,5,2,3,4,2,3,4,4,4,4,4,4,2,3,1,1,2,3,2,4,2,2,4,1,1,1,4,2,84043
1,1,2,2,5,3,3,3,5,2,4,3,4,5,5,5,5,5,3,1,1,3,2,4,4,3,1,5,1,2,2,1,2,84097
1,1,1,1,5,6,4,6,5,3,2,5,5,5,5,5,4,3,3,1,1,3,4,4,4,2,1,5,1,2,1,3,3,84097
1,1,3,,4,,,,4,4,5,4,3,3,3,3,3,3,3,1,2,3,4,4,3,4,1,5,2,1,2,2,2,84604
1,1,4,2,5,3,3,2,4,2,3,5,5,5,5,1,5,4,3,1,1,3,3,1,1,1,1,3,2,2,2,1,2,84663
1,1,5,5,5,4,4,4,1,5,1,1,1,1,1,4,1,1,3,1,1,4,1,1,1,4,1,5,1,2,2,5,,84604
1,1,1,1,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,1,1,3,4,3,2,1,2,4,1,1,2,3,3,84057
1,1,4,2,5,4,5,3,5,4,4,4,3,4,5,5,5,3,3,1,1,2,4,2,4,1,2,4,1,2,2,3,3,84604
1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,1,2,3,3,3,3,3,2,3,2,2,1,1,2,84606
1,1,1,1,2,6,5,6,5,2,3,3,2,5,5,5,5,4,2,1,4,3,3,3,1,1,2,4,2,2,1,1,3,84057
1,1,5,5,2,3,5,5,2,2,5,5,5,3,3,3,3,1,2,1,2,1,2,1,1,1,2,3,2,2,2,3,2,
1,1,4,3,5,6,6,6,2,3,4,4,2,4,4,4,4,4,2,1,1,2,3,1,1,1,2,5,1,2,1,1,2,84097
1,1,5,1,5,4,4,3,4,4,2,3,3,4,4,4,4,3,2,1,1,3,3,2,3,2,1,5,1,1,1,1,2,84097
1,1,3,2,5,5,5,4,4,4,4,5,4,5,5,5,5,5,2,1,1,2,4,2,4,2,2,5,1,2,1,4,3,84604
1,1,4,4,5,5,5,5,3,2,1,4,3,3,3,4,4,4,2,1,1,3,4,3,1,3,1,5,2,2,2,1,3,84097
1,1,3,2,5,5,3,3,5,3,4,4,3,5,5,5,5,5,2,1,1,2,4,4,4,2,2,4,2,2,2,1,2,84097
1,1,4,2,3,2,2,2,4,1,5,2,3,5,3,4,3,5,2,1,3,1,2,1,2,1,1,3,1,2,1,1,4,84604
1,1,4,3,3,3,4,3,3,3,4,2,3,5,5,4,2,3,2,1,2,2,4,4,3,4,2,5,2,2,1,1,2,84604
1,1,1,3,3,6,6,4,5,5,5,5,5,5,5,5,4,1,2,1,1,3,4,2,3,1,1,4,2,1,1,1,2,84097
1,1,4,4,5,5,5,5,1,1,1,2,1,2,2,1,2,2,2,1,3,3,2,3,2,3,1,2,1,2,2,1,1,84097
1,1,3,2,4,3,5,4,4,4,4,3,3,4,4,4,2,4,2,1,1,1,3,2,3,1,2,4,1,2,1,3,2,84062
1,1,3,3,4,6,3,3,2,2,3,3,4,5,3,3,2,3,2,1,1,4,2,4,2,4,2,4,2,2,1,2,3,84604
1,1,5,2,5,5,4,4,4,4,2,2,3,5,5,4,4,4,2,1,4,1,3,2,3,3,2,5,1,2,2,5,4,84604
1,1,2,2,5,6,6,6,4,3,5,5,4,5,5,5,3,3,2,1,2,2,3,1,4,1,2,4,1,2,2,2,2,84058
1,1,2,4,3,2,5,2,4,2,4,4,2,5,5,5,5,2,2,2,,3,3,2,3,3,1,4,2,1,2,1,1,84042
1,1,2,2,2,3,5,5,5,,3,3,4,4,3,3,3,3,2,1,1,2,3,3,3,2,2,,1,1,1,4,4,84044
1,1,2,2,2,2,2,2,3,2,2,4,3,2,2,2,1,1,2,1,1,1,2,1,4,2,2,5,1,2,1,4,2,84097
1,1,3,3,2,3,4,4,4,3,5,4,2,5,5,5,4,4,2,1,2,1,4,2,2,3,2,4,2,2,1,1,2,84606
1,1,2,2,3,5,5,6,3,3,1,4,2,4,4,5,5,1,2,1,1,4,3,4,2,2,1,5,2,2,2,1,2,84097
1,1,2,2,4,3,5,3,4,1,3,4,3,5,4,5,3,4,2,1,1,3,4,3,4,2,2,5,1,2,1,2,3,84601
1,1,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,3,3,3,2,2,4,2,2,1,1,2,84604
1,1,4,2,5,4,4,2,4,2,2,2,3,4,4,4,2,2,2,2,,2,3,2,3,2,2,4,2,2,2,1,2,84606
1,1,5,3,2,3,4,4,4,3,5,5,4,5,5,4,4,5,2,1,1,1,4,1,2,1,2,5,2,2,2,1,2,84097
1,1,4,3,5,4,4,4,2,1,2,2,3,4,5,3,3,3,2,1,1,3,4,4,3,1,1,5,1,1,2,2,4,84097
1,1,5,3,3,3,3,2,4,4,4,5,4,4,5,3,2,4,2,1,2,2,1,2,1,1,2,4,2,2,2,1,2,84097
1,1,2,2,5,5,2,2,5,4,2,2,2,5,5,5,5,5,2,1,1,4,2,4,4,4,1,5,1,2,1,3,3,84042
1,1,3,3,4,3,2,2,4,2,5,5,5,5,4,4,3,2,2,1,1,1,4,2,3,2,1,5,2,2,2,1,2,84057
1,1,4,2,3,6,4,2,3,2,3,2,4,4,3,5,4,3,2,1,1,3,4,3,4,1,2,3,2,2,2,2,3,84047
1,1,4,2,4,4,5,3,,,,,,,,,,,2,1,1,2,4,4,3,2,1,4,1,2,1,1,1,84097
1,1,1,1,5,5,5,5,5,3,3,3,5,5,3,5,5,5,2,1,1,2,4,2,3,3,2,5,1,2,2,2,2,84941
1,1,2,3,5,3,4,6,4,1,2,3,3,4,4,3,4,1,2,1,3,2,3,2,1,1,1,4,2,2,2,1,3,84020
1,1,4,4,4,6,2,2,2,2,2,2,2,2,3,4,3,2,2,1,3,1,4,1,2,,2,4,1,2,1,1,3,84663
1,1,2,2,3,2,3,3,3,1,2,3,2,4,4,3,4,3,2,1,1,3,3,2,2,3,1,3,1,2,1,1,2,84401
1,1,3,2,6,1,3,3,4,2,5,5,3,5,5,3,5,5,2,1,1,2,3,2,2,1,2,3,2,2,2,1,2,84604
1,1,3,4,2,3,2,3,3,2,4,3,3,5,3,4,5,4,2,1,3,2,4,2,2,3,1,3,2,2,2,1,1,84057
1,1,2,3,4,3,3,3,5,3,4,4,4,4,5,4,4,5,2,1,1,2,3,2,4,3,1,4,2,2,2,1,2,84062
1,1,3,2,6,6,6,6,4,3,5,5,3,5,4,5,4,4,1,1,1,2,2,2,2,2,1,4,1,1,2,1,2,84005
1,1,3,3,4,3,5,3,3,3,3,4,3,4,3,3,4,2,1,1,1,1,4,1,4,1,1,1,1,2,1,3,2,84045
1,1,2,3,4,3,4,3,4,4,4,4,4,3,4,4,5,4,1,1,1,3,4,1,2,3,1,4,2,1,2,1,1,84097
1,1,2,1,2,6,4,4,5,3,5,5,5,5,5,5,5,5,1,1,2,3,4,2,2,4,1,5,2,1,1,1,2,84057
1,1,5,5,5,6,5,6,3,2,2,1,1,4,2,3,4,4,1,1,2,2,3,3,3,2,1,3,2,2,2,1,3,84102
1,1,1,1,3,6,3,3,4,3,3,3,4,5,5,5,5,3,1,1,1,4,3,1,4,1,1,4,1,2,1,4,2,84057
1,1,4,3,4,3,5,3,4,4,3,3,4,4,4,3,3,2,1,1,1,1,1,1,3,1,2,5,1,2,1,4,2,84604
1,1,3,2,5,5,5,5,4,2,4,5,4,4,4,5,5,5,1,1,1,2,3,2,3,1,1,5,1,1,1,1,2,84124
1,1,2,2,5,6,2,2,4,1,3,3,2,4,5,5,5,2,1,1,2,1,4,3,3,4,2,4,2,1,2,1,3,84042
1,1,4,1,5,3,5,6,5,2,3,4,5,2,5,5,5,2,1,1,1,1,4,1,4,1,1,5,1,2,1,5,3,84604
1,1,3,3,2,6,6,6,4,3,4,3,3,4,4,4,4,4,1,1,2,2,3,4,3,2,2,4,2,2,1,1,1,84606
1,1,3,2,5,6,4,3,5,1,4,1,1,3,5,5,5,5,1,1,1,4,4,4,1,4,1,5,1,1,2,1,2,84097
1,1,3,3,5,5,5,5,5,4,4,4,4,4,4,4,4,3,1,1,1,1,3,3,2,2,2,5,1,1,2,2,3,84003
1,1,2,2,5,6,5,5,5,1,2,5,2,5,5,4,4,4,1,1,1,2,4,2,4,2,2,5,2,1,2,1,1,84604
1,1,3,3,4,3,3,3,3,3,4,3,3,4,4,3,3,3,1,1,3,1,2,1,2,1,2,4,2,1,1,4,2,84057
1,1,3,3,5,3,3,3,2,2,2,4,2,2,2,2,5,5,1,1,2,1,2,1,1,1,1,5,2,2,2,1,1,84606
1,1,3,1,5,6,5,2,4,4,3,3,3,5,5,5,5,5,1,1,1,3,4,3,4,3,2,3,2,1,2,1,3,84097
1,1,1,1,3,5,5,3,5,3,2,5,5,5,5,3,3,5,1,1,2,1,1,1,4,1,1,5,1,2,1,4,3,84108
1,1,4,3,5,5,5,5,4,3,4,4,4,3,3,3,4,2,1,1,1,3,3,3,3,3,1,5,1,2,2,1,2,84097
1,1,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,1,1,,3,3,1,3,2,1,4,2,1,2,1,2,84097
1,1,3,3,4,6,2,6,5,1,3,3,4,5,5,5,5,5,1,1,1,1,4,3,3,3,2,5,1,2,1,2,3,84097
1,1,4,2,3,3,3,3,5,2,3,4,4,5,5,5,5,5,1,1,2,1,4,4,2,2,1,3,2,2,1,1,1,84057
1,1,2,2,2,2,4,4,5,3,4,3,4,2,3,5,2,2,1,1,2,2,4,3,3,3,2,3,2,2,2,1,2,84057
1,1,4,2,5,6,5,6,4,2,3,2,2,5,4,4,2,3,1,1,2,3,3,3,1,1,2,4,2,2,1,1,4,84058
1,1,2,2,5,3,3,3,5,2,2,3,4,5,5,5,3,4,1,1,1,2,2,1,2,2,1,3,1,1,1,1,2,84097
1,1,1,3,5,6,6,6,3,2,3,4,3,4,4,4,4,4,1,1,1,2,3,1,3,2,1,4,2,2,1,1,2,84604
1,1,2,,5,6,4,2,4,3,2,2,1,4,4,4,4,3,1,1,5,2,4,2,3,2,1,4,2,1,2,2,3,84604
1,1,2,1,5,3,5,5,5,1,5,2,5,5,3,5,5,5,1,1,2,1,4,2,4,3,1,4,2,2,2,1,3,84058
1,1,2,2,4,4,4,4,3,4,2,1,1,4,4,4,4,4,1,1,2,1,3,1,2,1,1,4,2,2,1,1,3,84604
1,1,2,1,4,2,5,5,,,,,,,,,,,1,1,2,,,,,,2,4,2,2,1,1,2,84606
1,1,3,2,6,6,6,6,4,3,5,4,4,5,5,5,5,3,1,1,2,1,3,1,4,1,1,3,2,2,1,2,2,84097
1,1,2,2,5,5,5,5,3,2,1,1,3,4,5,5,5,3,1,1,1,2,4,2,4,1,2,3,1,2,2,3,3,84043
1,1,1,1,5,5,5,3,5,1,2,3,3,3,4,5,5,3,1,1,1,1,3,1,3,3,2,5,1,2,2,3,2,84097
1,1,4,4,5,4,4,4,2,3,2,4,2,4,4,4,3,3,1,1,2,2,3,2,2,1,2,5,2,1,2,1,2,84097
1,1,3,3,5,3,2,3,4,5,2,2,2,5,5,4,5,3,1,1,1,4,4,4,4,1,1,5,2,2,2,1,2,84097
1,1,4,4,5,5,5,5,3,3,3,3,3,4,3,3,3,3,1,2,,1,4,1,1,1,1,5,2,2,1,1,3,84604
1,1,5,5,5,6,6,6,3,1,3,4,3,4,4,3,3,3,1,1,3,1,1,1,4,1,2,4,2,2,1,1,3,84604
1,1,5,1,1,3,5,5,1,1,5,1,1,5,1,5,5,1,1,1,1,1,1,1,3,1,1,5,1,2,1,3,2,84604
1,1,3,1,5,2,2,5,5,3,4,4,3,5,5,5,4,5,1,1,2,2,4,2,4,3,1,4,2,2,1,1,3,84057
1,1,2,1,5,5,6,5,4,2,2,4,3,4,3,2,4,1,1,1,3,1,2,1,4,1,1,5,2,2,2,4,4,84097
1,1,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,3,1,1,5,2,2,1,3,2,84097
1,1,2,2,,,,,2,2,1,2,2,1,,4,4,3,1,1,1,2,3,3,2,2,1,5,1,2,2,1,4,84097
1,1,3,3,2,3,3,3,4,2,5,5,4,3,4,3,3,3,1,1,2,1,3,2,3,1,2,2,2,2,2,2,2,84043
1,1,4,2,5,6,2,2,4,1,1,3,3,4,4,3,3,3,1,1,1,3,3,1,3,3,1,5,1,2,1,1,2,84057
1,1,3,2,3,4,5,5,3,2,4,1,2,5,5,5,5,5,1,1,1,2,4,4,4,3,1,3,2,1,2,1,2,84097
1,1,4,4,4,4,5,5,4,3,4,4,4,3,4,5,4,2,1,2,,1,3,2,1,2,2,3,2,2,2,1,3,84606
1,1,2,1,5,3,5,6,5,3,3,4,4,4,4,3,3,3,1,1,1,1,4,3,4,3,2,4,1,2,2,4,4,84004
1,1,3,3,3,3,5,5,5,4,4,4,4,4,4,4,4,4,1,1,1,2,4,3,3,2,2,2,2,2,2,1,3,84606
1,1,3,3,5,6,5,6,4,2,2,3,2,3,3,3,3,3,1,1,1,2,4,2,4,1,1,5,2,2,1,1,2,84097
1,1,4,2,4,6,4,4,4,2,4,3,2,4,4,4,4,4,1,2,,3,4,3,2,3,2,4,2,2,1,2,2,84663
1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,2,1,2,2,1,1,3,
1,1,4,2,5,5,5,5,4,4,4,4,4,5,2,2,2,5,1,1,1,1,1,1,4,1,2,4,1,2,,2,3,84095
1,1,3,4,2,6,4,3,1,1,3,2,4,2,4,5,4,5,1,1,1,3,3,2,1,1,2,3,2,2,1,1,2,84097
